# model=sk N=50 meanJ=0 seed=2579118922 distribution=gaussian field=0 num_fields=50 num_couplings=1225
0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 0
16 0
17 0
18 0
19 0
20 0
21 0
22 0
23 0
24 0
25 0
26 0
27 0
28 0
29 0
30 0
31 0
32 0
33 0
34 0
35 0
36 0
37 0
38 0
39 0
40 0
41 0
42 0
43 0
44 0
45 0
46 0
47 0
48 0
49 0
0 1 -0.057546719686981385
0 2 0.066870341440322181
0 3 0.044532227603653954
0 4 -0.11777005932947505
0 5 0.003399494440317361
0 6 -0.028357044146540118
0 7 0.058462697443263843
0 8 0.1502805808027155
0 9 0.062969840511628822
0 10 0.19077451299330037
0 11 0.21062023817512529
0 12 -0.0044152923387624941
0 13 -0.12277084517041724
0 14 -0.14254572231218385
0 15 -0.048082396936050271
0 16 -0.011868972592339155
0 17 -0.33621929882375712
0 18 0.35418065242563468
0 19 0.24740391082590929
0 20 0.14865670444590323
0 21 -0.037870390020660741
0 22 0.11927014191106244
0 23 0.11085444866262741
0 24 -0.022777441050978259
0 25 -0.087682031245968559
0 26 0.051952177889266399
0 27 -0.048902131866421096
0 28 0.025731626171594805
0 29 -0.17215124060327613
0 30 -0.038324985580370591
0 31 0.21699539634153311
0 32 0.11276588283467605
0 33 -0.088493151150392205
0 34 -0.1411955170298167
0 35 0.0089497146679381589
0 36 -0.03432432749228518
0 37 -0.085508731447855965
0 38 -0.20324717263065725
0 39 -0.15758562842634891
0 40 -0.088026068536145807
0 41 0.080612850949665166
0 42 0.17326719305964985
0 43 0.10304640842309719
0 44 -0.064997792227463672
0 45 0.074483735900951434
0 46 0.054516293022358379
0 47 0.054081873972625233
0 48 0.1710719774305772
0 49 -0.19713898376371861
1 2 0.11205991058342843
1 3 0.088295390083189471
1 4 -0.043285987144082709
1 5 -0.033225983266706387
1 6 -0.016489147890115626
1 7 0.16400341830651022
1 8 -0.087073563183288877
1 9 0.0022435277703570099
1 10 0.0038313997578415179
1 11 0.081837369584311245
1 12 -0.14455145857092835
1 13 0.18040949854261035
1 14 -0.081858759235899151
1 15 0.15479171268942898
1 16 0.092965390431693745
1 17 0.138228360254047
1 18 -0.19222883795174775
1 19 0.16682925857452854
1 20 0.023514439850014331
1 21 -0.069279594599526206
1 22 0.26781792808214777
1 23 0.092895544076347578
1 24 0.064953380886306922
1 25 0.17499190785302954
1 26 -0.064829577421253434
1 27 0.061694184398215446
1 28 -0.015232036410624638
1 29 -0.10660452816968996
1 30 -0.050627624850235663
1 31 0.027359629439876257
1 32 -0.025505069609685807
1 33 0.087146688699507702
1 34 0.16376622898851573
1 35 0.1572295420602568
1 36 0.21166032405464827
1 37 -0.13703114572968716
1 38 -0.059261618887755885
1 39 0.17037145481044111
1 40 0.10427974423655846
1 41 0.22296564175935493
1 42 -0.14124197100992236
1 43 0.1394594211587516
1 44 0.22717322968744333
1 45 -0.26242387250336413
1 46 0.12474881652193116
1 47 -0.16818632077236506
1 48 0.132884209677742
1 49 -0.018223728879523414
2 3 -0.052540606109948998
2 4 0.027028220142222722
2 5 -0.22166774183358601
2 6 0.0078112701322361486
2 7 -0.071379738213315849
2 8 0.14498127041253672
2 9 0.24278356771765763
2 10 0.1167721943648387
2 11 0.062665782491265129
2 12 -0.14548912906388758
2 13 -0.025709885061318504
2 14 0.22496665682096173
2 15 -0.12475927164385818
2 16 0.1044177505814172
2 17 -0.11029229659252275
2 18 0.057936337272601099
2 19 -0.13656432661634374
2 20 -0.16190703364541739
2 21 0.0839035252575656
2 22 -0.097615324155196748
2 23 -0.015662011207012376
2 24 -0.028616990892820732
2 25 0.039892436237611212
2 26 0.20154262545160986
2 27 -0.22954211843740788
2 28 0.092800687681881808
2 29 0.022666042801352121
2 30 0.08742742315956982
2 31 -0.007559756233358232
2 32 0.074697992891826118
2 33 -0.046050300276126076
2 34 0.041146768192800207
2 35 0.23522083124681761
2 36 -0.046236991208306814
2 37 0.090342453282258248
2 38 -0.072522384233490778
2 39 0.18807867212523052
2 40 0.092487957949553112
2 41 -0.042912578674175895
2 42 -0.13578956008367307
2 43 0.032508432156830913
2 44 0.061500746224133138
2 45 0.031650650942007835
2 46 0.18077716141530786
2 47 -0.022090865738895984
2 48 0.00024887585766967814
2 49 -0.058818170791022167
3 4 -0.0080580397399722947
3 5 -0.064360722798904049
3 6 -0.28706496310023083
3 7 0.03000723392021792
3 8 -0.11552600176070113
3 9 -0.40974397361933979
3 10 0.15098860173227924
3 11 -0.11558663354935721
3 12 -0.060078869508736421
3 13 0.092530760912591922
3 14 0.12514966053863369
3 15 -0.044667879093271592
3 16 0.20768084940615522
3 17 0.13455437044672883
3 18 -0.19106753139016017
3 19 0.14772835910493301
3 20 0.038814109961303932
3 21 0.056704828392361691
3 22 -0.20555548012119582
3 23 0.037126431141309507
3 24 0.23748428976856489
3 25 -0.0068454239224495523
3 26 -0.29066761169808386
3 27 -0.099641188180965401
3 28 -0.0051433969324631637
3 29 -0.21578883437224602
3 30 0.051085141970019052
3 31 0.1153503007369024
3 32 -0.0892600940948826
3 33 -0.14086607357252384
3 34 -0.14871806826254116
3 35 0.088687179555226175
3 36 -0.15266091779768934
3 37 0.20168597103689614
3 38 -0.13733538852253935
3 39 -0.050469775463716011
3 40 -0.24850420359727807
3 41 -0.027370605196492273
3 42 -0.068112865253647889
3 43 -0.069757707629787988
3 44 0.21651021761506997
3 45 -0.088506457333319535
3 46 -0.17911830027496531
3 47 0.030140952127572881
3 48 0.054382558813868359
3 49 0.02631373923079253
4 5 0.10206758061496476
4 6 -0.11712005640857674
4 7 -0.055502531325603337
4 8 0.047952408572965018
4 9 -0.10028476621575488
4 10 -0.045992275421723537
4 11 -0.018231806849756567
4 12 -0.055434995956817522
4 13 0.093973317531251391
4 14 0.18659928329693193
4 15 -0.00025291245722047447
4 16 0.069891798526510535
4 17 0.18651157146570699
4 18 -0.14639599148622334
4 19 -0.014452864065725102
4 20 0.18388010045011935
4 21 -0.012684623206669394
4 22 0.083931600702018258
4 23 -0.12495065654142953
4 24 -0.086099770450940277
4 25 -0.14968220010121763
4 26 -0.027863791210216791
4 27 -0.16488018917661404
4 28 -0.097004596616572195
4 29 -0.0030192600710419663
4 30 0.013418752542500495
4 31 -0.045290804291635706
4 32 -0.15573472662465451
4 33 -0.23799493340526742
4 34 0.08142527993003007
4 35 -0.014273618872458628
4 36 -0.10160997816574062
4 37 0.11271829554925278
4 38 0.083784026781204557
4 39 0.070575436099729438
4 40 0.049677744090979865
4 41 0.10758371556085976
4 42 0.10568064634365333
4 43 0.13288887850195366
4 44 0.006525508695477778
4 45 0.096240325620653974
4 46 -0.094771378566631009
4 47 0.26637909764634488
4 48 -0.17806807554431606
4 49 -0.019232289972875745
5 6 0.16998096907709528
5 7 -0.15530744375182934
5 8 0.026466876192239634
5 9 -0.076332996351192464
5 10 -0.12184072305730052
5 11 -0.036088724811215361
5 12 0.045810996942216284
5 13 -0.00059171802761335635
5 14 0.037275663128384595
5 15 -0.27870539742245748
5 16 0.12330898791635916
5 17 0.2210338813772823
5 18 -0.067939631104041553
5 19 -0.13356153005154514
5 20 -0.051293266268637928
5 21 -0.06569964600788776
5 22 0.12437488198307856
5 23 -0.082934145425137051
5 24 -0.11389253056255151
5 25 -0.0025998862387574383
5 26 0.10481790560944966
5 27 0.053521190340088447
5 28 -0.35666636631574444
5 29 0.10231815976864564
5 30 0.25832662855043209
5 31 0.37222466326079573
5 32 -0.20280485934898101
5 33 0.2469283431102734
5 34 -0.13888455424284621
5 35 0.16110423926015374
5 36 -0.15721432829639656
5 37 -0.10925520183440386
5 38 -0.09655741488810729
5 39 0.42841623609445179
5 40 -0.066242682685675208
5 41 -0.013808462700343617
5 42 0.2664049629963921
5 43 0.16876982786043165
5 44 -0.17224748099879972
5 45 -0.10638709170582614
5 46 0.026648391155110304
5 47 0.15197204827885769
5 48 -0.051816340003686942
5 49 -0.063145161947011266
6 7 0.15086753727413157
6 8 -0.152692183055368
6 9 -0.031431108070045094
6 10 0.03124402131598239
6 11 0.066354191109209398
6 12 -0.20028801095940563
6 13 0.21407655683802976
6 14 0.00069610960781814465
6 15 -0.048231494253143943
6 16 -0.15580994079089627
6 17 0.19660849077017675
6 18 -0.13427089095336181
6 19 -0.15793272761484126
6 20 -0.13288517961606458
6 21 0.18386907297101343
6 22 -0.16748419583811422
6 23 -0.12266231228700428
6 24 -0.330390908441764
6 25 0.084802568120194002
6 26 -0.080788047779610614
6 27 0.090023991215166355
6 28 -0.0083684237625677744
6 29 0.11014024564980443
6 30 -0.14651296912984232
6 31 0.0093015063569227407
6 32 -0.10339715939107652
6 33 0.11293754075775571
6 34 0.16839166446709372
6 35 0.079966425609598671
6 36 0.18618452961700638
6 37 0.11774434048284098
6 38 -0.069940894728751382
6 39 -0.01466394952674532
6 40 -0.021748609100832553
6 41 -0.08848086048711197
6 42 -0.085919043130413819
6 43 0.19435268304748543
6 44 -0.013186765251526967
6 45 0.12466449134922594
6 46 0.040289964224055189
6 47 0.057433526222742101
6 48 -0.1492264862120076
6 49 -0.027843602912397774
7 8 -0.16649099249874882
7 9 -0.026802584149268817
7 10 -0.14334945820781392
7 11 0.089376411209715373
7 12 0.18855182932611306
7 13 -0.060371096167122371
7 14 0.14382047121380664
7 15 -0.018640681645072377
7 16 0.075504823707377114
7 17 -0.13924960255999919
7 18 0.023493251426640386
7 19 -0.1253155494613144
7 20 -0.001953863179329573
7 21 -0.15993352993707863
7 22 -0.15860961540063473
7 23 -0.032733630564828614
7 24 0.050322223249903458
7 25 -0.11540868524015284
7 26 -0.0064198035758028047
7 27 -0.12389925115579759
7 28 0.19613993067406732
7 29 0.015247330354098048
7 30 0.10982009436805132
7 31 -0.0081384136826875009
7 32 0.20353349545986385
7 33 0.12937798990349281
7 34 0.30162013193770981
7 35 -0.11397592495726344
7 36 -0.36529443888821717
7 37 0.20336260566908557
7 38 0.025730527786704531
7 39 0.24594801939513172
7 40 0.12429601767171211
7 41 0.0060482828444342598
7 42 -0.23959270526460213
7 43 -0.040959546985096518
7 44 -0.0025814414140646544
7 45 0.034773081172389433
7 46 -0.10156581383861477
7 47 0.082111560555168661
7 48 0.15271362618454742
7 49 0.058833707209398102
8 9 -0.021742998662138198
8 10 -0.0059922443459605925
8 11 0.036218269710830919
