# model=sk N=50 meanJ=0 seed=1289624434 distribution=gaussian field=0 num_fields=50 num_couplings=1225
0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 0
16 0
17 0
18 0
19 0
20 0
21 0
22 0
23 0
24 0
25 0
26 0
27 0
28 0
29 0
30 0
31 0
32 0
33 0
34 0
35 0
36 0
37 0
38 0
39 0
40 0
41 0
42 0
43 0
44 0
45 0
46 0
47 0
48 0
49 0
0 1 -0.0091329275930778202
0 2 0.20413978615800663
0 3 0.12890054624565858
0 4 0.119708162997333
0 5 0.0098589175021079039
0 6 -0.037148732740673492
0 7 -0.050254624652708399
0 8 -0.21127717514514993
0 9 0.13886734913789181
0 10 -0.16803373610366193
0 11 -0.012438936853103415
0 12 0.12079697366986747
0 13 0.17729025453339231
0 14 0.0036482177684551351
0 15 0.15036092627789729
0 16 -0.13622698295761829
0 17 -0.054822758422391947
0 18 0.057162552966185817
0 19 -0.14803571308856819
0 20 0.25991550409819597
0 21 0.0035551940283202973
0 22 -0.22901938994799401
0 23 -0.10497723790538573
0 24 -0.12867973290027673
0 25 -0.24479455291436436
0 26 -0.039915321209764959
0 27 0.10068131313624858
0 28 0.10582082287828913
0 29 -0.11979707259757225
0 30 0.030435485385660776
0 31 -0.025736958160314748
0 32 0.11600456650999318
0 33 -0.13893916921522553
0 34 -0.27789824825109416
0 35 -0.1052414790123557
0 36 -0.12887553379711872
0 37 0.21228741954070265
0 38 -0.2240163446886847
0 39 0.1518204122357566
0 40 -0.061568822055472094
0 41 -0.13994870091132922
0 42 -0.046048609132143384
0 43 -0.2719276484106235
0 44 -0.11915731619503217
0 45 0.16662106547639832
0 46 0.1506567628640097
0 47 0.24998631607290342
0 48 -0.17786845710634591
0 49 0.0033197710813785077
1 2 -0.010021634326538072
1 3 -0.14451591672463457
1 4 0.16807618431644078
1 5 -0.011833449396641502
1 6 -0.061461056106861658
1 7 0.068988608171161994
1 8 0.11614394486789907
1 9 -0.013473360248852945
1 10 0.02764044197394417
1 11 0.22855926678832572
1 12 -0.16594434809552436
1 13 -0.11456548188242137
1 14 0.19840091312636429
1 15 0.1355313093231823
1 16 0.048098851877557969
1 17 -0.18510023647779358
1 18 0.074681775668742706
1 19 -0.27932373751289824
1 20 -0.31655944861982727
1 21 -0.055777043742255533
1 22 0.037208621957338109
1 23 0.17096833610544573
1 24 -0.1008547399961037
1 25 0.21067239465882881
1 26 0.056357675717396367
1 27 0.069660934078454625
1 28 0.13393252951428464
1 29 0.021755463879259473
1 30 0.182646733390503
1 31 -0.17119399110527431
1 32 0.095806081761205295
1 33 -0.074785942534482827
1 34 -0.20407362547877769
1 35 -0.034747537044523595
1 36 -0.066803434370260942
1 37 0.26630458246276112
1 38 0.19730675914001386
1 39 -0.055215706372240193
1 40 -0.14126643208748985
1 41 -0.21524985020755869
1 42 0.16690474958103857
1 43 -0.079635787670838024
1 44 0.0078296262790829557
1 45 0.17192253246879413
1 46 -0.19099131605014052
1 47 0.14030434721450105
1 48 -0.049772420251814796
1 49 -0.027968761575930298
2 3 0.058565634728493521
2 4 0.046611122533110269
2 5 0.037364518468412516
2 6 0.27798467269929994
2 7 -0.18796155883498786
2 8 0.17140040813383386
2 9 0.21638445570260642
2 10 -0.10026303827779363
2 11 -0.13850394109887354
2 12 0.042549210177497104
2 13 -0.0024310045137727822
2 14 0.31562573992678217
2 15 -0.22593213305114851
2 16 0.18555128111981406
2 17 -0.054122136279862565
2 18 0.041535013997513817
2 19 -0.052776616381843007
2 20 0.12359330617154375
2 21 0.090794447070362494
2 22 0.19396919652969141
2 23 -0.072506223947866225
2 24 0.010068996263983191
2 25 -0.085228057807067353
2 26 0.093559192213837142
2 27 -0.1441273270736608
2 28 0.0013026983448233835
2 29 -0.17075492838652431
2 30 0.048115590337145971
2 31 0.12507009082509271
2 32 0.011516293480365428
2 33 -0.09120217768729913
2 34 0.001194558777076405
2 35 0.026678594612670796
2 36 -0.17124165347357614
2 37 -0.036752460191203581
2 38 -0.051428911691611449
2 39 0.10856979818181843
2 40 0.096599797796204465
2 41 0.13614282967696015
2 42 -0.059129874215472937
2 43 0.15961581873273264
2 44 0.13691925102946911
2 45 0.023113234403941328
2 46 0.031696059164816943
2 47 0.049723051362042393
2 48 -0.0084910601043925189
2 49 -0.24514350245392758
3 4 -0.22632503674348686
3 5 0.13610219770452664
3 6 0.089701438038247427
3 7 0.13866639271296707
3 8 0.042374476343578833
3 9 0.10046185513854371
3 10 -0.172040862938341
3 11 0.0812392237937965
3 12 -0.093260200286399225
3 13 0.12050524028814297
3 14 0.1157690927796709
3 15 0.044556715370686666
3 16 -0.047391900512282037
3 17 -0.17139495397305937
3 18 -0.16452249276638733
3 19 -0.060905635720357877
3 20 -0.13776332247868303
3 21 0.19752374210708543
3 22 0.017538828218045886
3 23 -0.1422163628532328
3 24 -0.015811489591554779
3 25 -0.22655643541573836
3 26 -0.061867065558919798
3 27 -0.0063815472833862351
3 28 0.080213403141888989
3 29 0.010085857367115193
3 30 0.099051805224102465
3 31 -0.17840156729689557
3 32 -0.062239530901496261
3 33 -0.11678008998581334
3 34 0.067142221038006086
3 35 -0.065421254045632746
3 36 -0.11921815840742644
3 37 -0.049223862987455
3 38 -0.12471974699349393
3 39 0.042181405823055219
3 40 0.02706720330308509
3 41 0.027494906977308223
3 42 0.023830937856418009
3 43 -0.046338325378039794
3 44 0.10254234692019915
3 45 -0.008353574780569346
3 46 0.21405536259723978
3 47 0.039291383093220215
3 48 0.27215497952621537
