# model=sk N=50 meanJ=0 seed=830726710 distribution=gaussian field=0 num_fields=50 num_couplings=1225
0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 0
16 0
17 0
18 0
19 0
20 0
21 0
22 0
23 0
24 0
25 0
26 0
27 0
28 0
29 0
30 0
31 0
32 0
33 0
34 0
35 0
36 0
37 0
38 0
39 0
40 0
41 0
42 0
43 0
44 0
45 0
46 0
47 0
48 0
49 0
0 1 -0.016380671508816478
0 2 -0.043460324481416394
0 3 0.071894945530648791
0 4 -0.24685010239715169
0 5 -0.22624297520328362
0 6 0.14365631608677412
0 7 0.21600685219292937
0 8 0.20790680500546607
0 9 0.15543825018991914
0 10 -0.0016946207201128697
0 11 -0.13019817360937835
0 12 0.20159278734137137
0 13 0.2328959604009094
0 14 0.055014104580046144
0 15 -0.029711282806555238
0 16 -0.071291573654179693
0 17 -0.031246721815922914
0 18 -0.037037214400157635
0 19 0.052736341595377496
0 20 -0.069574032506910327
0 21 -0.25688613181757691
0 22 0.15643563407337993
0 23 -0.080861085548087644
0 24 0.016107506342513109
0 25 0.13610826788785435
0 26 -0.14042746342400531
0 27 0.044703903225833792
0 28 -0.025097984480293236
0 29 -0.24801133873683426
0 30 -0.14412275570226477
0 31 0.079692076044590554
0 32 0.14968071020704191
0 33 0.22097931351544661
0 34 -0.0013141527580611346
0 35 -0.33576214596431964
0 36 -0.18495285487243115
0 37 0.0026128216789561816
0 38 -0.11781972128880083
0 39 0.22468904896008901
0 40 0.00091133445252805103
0 41 -0.22545511142686708
0 42 -0.19642441540301595
0 43 0.18371670930268441
0 44 0.016898924809234616
0 45 0.093223740515468154
0 46 -0.034493999141126136
0 47 0.061162747482915357
0 48 -0.096441142046604242
0 49 -0.22731975224267137
1 2 -0.20162491761485155
1 3 0.1322107619720751
1 4 -0.17964037810787836
1 5 0.071945655695758975
1 6 0.30416402336725684
1 7 0.022601028796732859
1 8 0.14654290382902257
1 9 -0.31864452955737699
1 10 -0.0071429416669105059
1 11 0.13358686944530995
1 12 -0.093418093705345456
1 13 0.010878581279595357
1 14 -0.065180093958568441
1 15 -0.21307084650456856
1 16 -0.10504572138301035
1 17 0.019146761488385653
1 18 0.030820182450760358
1 19 0.14206077145979448
1 20 0.18190600658998046
1 21 -0.17909550498226334
1 22 -0.020356845972236508
1 23 0.032525911065494996
1 24 -0.1153030233969911
1 25 -0.13440672832173226
1 26 -0.045840790442632784
1 27 0.2889275794629198
1 28 -0.16654439231302595
1 29 -0.27883278631310726
1 30 0.012339568109408386
1 31 0.031491471711367
1 32 -0.011478676516227134
1 33 0.080015249765094096
1 34 -0.048243681277076442
1 35 -0.11803616384510542
1 36 -0.1840540679608399
1 37 -0.092652032985380745
1 38 -0.03084938485951216
1 39 -0.19777255712058783
1 40 0.049956076805406549
1 41 0.16422281401999242
1 42 0.085345880930279644
1 43 -0.15229043778665421
1 44 -0.15630433255139203
1 45 -0.097748763512041884
1 46 0.12837128880897578
1 47 -0.073863856211515463
1 48 -0.052651889311093727
1 49 0.092019498560174814
2 3 -0.22205625311168731
2 4 0.074136509181228091
2 5 -0.024533348979782536
2 6 -0.01289951473855128
2 7 -0.15961949372553572
2 8 -0.12479179137509637
2 9 -0.0022072691477193068
2 10 0.12389008296310983
2 11 -0.024186657428472279
2 12 0.070313325143705502
2 13 -0.0072092336307528326
2 14 0.04345276686950552
2 15 0.21538706577878028
2 16 -0.064363404358966592
2 17 -0.2401539648264189
2 18 0.1321319819805625
