# model=sk N=50 meanJ=0 seed=1051744 distribution=gaussian field=0 num_fields=50 num_couplings=1225
0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 0
16 0
17 0
18 0
19 0
20 0
21 0
22 0
23 0
24 0
25 0
26 0
27 0
28 0
29 0
30 0
31 0
32 0
33 0
34 0
35 0
36 0
37 0
38 0
39 0
40 0
41 0
42 0
43 0
44 0
45 0
46 0
47 0
48 0
49 0
0 1 -0.10182
0 2 0.1868
0 3 -0.20759
0 4 -0.11183
0 5 -0.18196
0 6 -0.07656
0 7 0.01331
0 8 -0.17493
0 9 -0.05968
0 10 0.12788
0 11 -0.09822
0 12 0.24388
0 13 0.25943
0 14 0.20149
0 15 0.00726
0 16 0.15303
0 17 -0.10078
0 18 0.19447
0 19 0.07613
0 20 0.24479
0 21 -0.16893
0 22 0.22092
0 23 -0.12055
0 24 -0.06482
0 25 -0.07177
0 26 0.10991
0 27 0.25009
0 28 -0.08907
0 29 -0.0138
0 30 -0.01977
0 31 -0.21095
0 32 -0.09563
0 33 -0.20539
0 34 -0.11339
0 35 -0.08692
0 36 0.02423
0 37 0.12223
0 38 0.04386
0 39 0.03916
0 40 0.26004
0 41 -0.06661
0 42 -0.00195
0 43 0.17513
0 44 0.08023
0 45 0.27078
0 46 -0.42698
0 47 0.17309
0 48 -0.0554
0 49 0.14245
1 2 -0.03647
1 3 -0.16205
1 4 0.0473
1 5 0.00805
1 6 -0.18077
1 7 0.29345
1 8 0.01332
1 9 -0.0486
1 10 -0.09484
1 11 0.09402
1 12 -0.07796
1 13 0.02603
1 14 -0.04025
1 15 -0.13448
1 16 -0.18357
1 17 0.00102
1 18 0.01167
1 19 -0.12727
1 20 -0.0785
1 21 0.00272
1 22 0.2854
1 23 -0.05678
1 24 0.15095
1 25 0.15473
1 26 0.12261
1 27 0.20277
1 28 -0.14883
1 29 0.07019
1 30 -0.18776
1 31 -0.17918
1 32 -0.07638
1 33 0.08218
1 34 -0.0321
1 35 -0.18518
1 36 0.18053
1 37 0.09485
1 38 -0.26254
1 39 0.1224
1 40 0.08514
1 41 -0.01786
1 42 0.06023
1 43 0.01075
1 44 0.01757
1 45 0.05769
1 46 -0.06348
1 47 -0.04547
1 48 0.15186
1 49 -0.11081
2 3 0.17698
2 4 -0.03088
2 5 -0.10705
2 6 -0.03368
2 7 0.18348
2 8 -0.09337
2 9 -0.03037
2 10 -0.15267
2 11 -0.04207
2 12 -0.25385
2 13 -0.24237
2 14 -0.09782
2 15 -0.07314
2 16 0.26085
2 17 -0.10023
2 18 0.2064
2 19 -0.35204
2 20 -0.33846
2 21 -0.26091
2 22 -0.0155
2 23 0.10726
2 24 0.02932
2 25 -0.13342
2 26 -0.1158
2 27 0.03974
2 28 -0.08395
2 29 -0.05874
2 30 0.03597
2 31 0.02913
2 32 0.11661
2 33 0.17707
2 34 0.09737
2 35 0.28273
2 36 -0.08943
2 37 -0.03661
2 38 -0.15733
2 39 0.11238
2 40 -0.05466
2 41 0.06252
2 42 0.02415
2 43 -0.07521
2 44 -0.09337
2 45 0.22899
2 46 0.20454
2 47 0.01607
2 48 -0.08568
2 49 0.03473
3 4 0.15323
3 5 0.11907
3 6 0.03153
3 7 0.09352
3 8 0.12902
3 9 0.2004
3 10 0.12406
3 11 0.1225
3 12 0.11591
3 13 0.11302
3 14 -0.2819
3 15 -0.10613
3 16 -0.0088
3 17 -0.07701
3 18 0.12812
3 19 0.06736
3 20 0.18742
3 21 -0.03267
3 22 -0.06242
3 23 -0.12259
3 24 0.26947
3 25 0.04868
3 26 0.08004
3 27 -0.18928
3 28 0.08467
3 29 -0.00422
3 30 0.0388
3 31 -0.07883
3 32 0.07941
3 33 -0.09194
3 34 -0.17613
3 35 0.01678
3 36 -0.15402
3 37 0.18808
3 38 -0.20824
3 39 -0.30964
3 40 0.10789
3 41 -0.09064
